complex_id,complex_name,venues
sr:complex:27093,Canberra Tennis Centre,"[{'id': 'sr:venue:25218', 'name': 'Court 4', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:25292', 'name': 'Centre Court', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:25296', 'name': 'Court 7', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:25298', 'name': 'Court 5', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:68975', 'name': 'Court 1', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:68977', 'name': 'Court 6', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}, {'id': 'sr:venue:75825', 'name': 'Court 2', 'city_name': 'Canberra', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/ACT'}]"
sr:complex:27095,BT Arena,"[{'id': 'sr:venue:59476', 'name': 'Center Court', 'city_name': 'Cluj Napoca', 'country_name': 'Romania', 'country_code': 'ROU', 'timezone': 'Europe/Bucharest'}, {'id': 'sr:venue:59478', 'name': 'Court 2', 'city_name': 'Cluj Napoca', 'country_name': 'Romania', 'country_code': 'ROU', 'timezone': 'Europe/Bucharest'}]"
sr:complex:28457,Valletta Cambiaso ASD,"[{'id': 'sr:venue:14846', 'name': 'Center Court', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14848', 'name': 'Court 1', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14850', 'name': 'Court 2', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14852', 'name': 'Campo 3', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:58750', 'name': 'Court 3', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:58754', 'name': 'Court 4', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:66059', 'name': 'Centrale', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:66061', 'name': 'Campo 1', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:66063', 'name': 'Campo 2', 'city_name': 'Genoa', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:28617,Porsche Arena,"[{'id': 'sr:venue:1766', 'name': 'Court 1', 'city_name': 'Stuttgart', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:2345', 'name': 'Court 2', 'city_name': 'Stuttgart', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:2421', 'name': 'Court 18', 'city_name': 'Stuttgart', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:16273', 'name': 'Court 3', 'city_name': 'Stuttgart', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:30921', 'name': 'Court 4', 'city_name': 'Stuttgart', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:32327,Taipei Arena,"[{'id': 'sr:venue:13904', 'name': 'Centre Court', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:13906', 'name': 'Court 2', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:15298', 'name': 'Court 1', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31685', 'name': 'Court 3', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31687', 'name': 'Show court', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31689', 'name': 'Court 4', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31947', 'name': 'Court 6', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31951', 'name': 'Court 7', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31953', 'name': 'Court 5', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}, {'id': 'sr:venue:31955', 'name': 'Court 8', 'city_name': 'Taipei', 'country_name': 'Chinese Taipei', 'country_code': 'TPE', 'timezone': 'Asia/Taipei'}]"
sr:complex:32403,Ohio State University GC,
sr:complex:32668,Shenzhen Bay Sports Center,
sr:complex:32812,Singapore Indoor Stadium,"[{'id': 'sr:venue:15250', 'name': 'Centre Court', 'city_name': 'Kallang', 'country_name': 'Singapore', 'country_code': 'SGP', 'timezone': 'Asia/Singapore'}, {'id': 'sr:venue:57252', 'name': 'Court 1', 'city_name': 'Kallang', 'country_name': 'Singapore', 'country_code': 'SGP', 'timezone': 'Asia/Singapore'}, {'id': 'sr:venue:71439', 'name': 'Court 2', 'city_name': 'Kallang', 'country_name': 'Singapore', 'country_code': 'SGP', 'timezone': 'Asia/Singapore'}, {'id': 'sr:venue:71441', 'name': 'Court 3', 'city_name': 'Kallang', 'country_name': 'Singapore', 'country_code': 'SGP', 'timezone': 'Asia/Singapore'}, {'id': 'sr:venue:71443', 'name': 'Court 4', 'city_name': 'Kallang', 'country_name': 'Singapore', 'country_code': 'SGP', 'timezone': 'Asia/Singapore'}]"
sr:complex:33186,Palais des Sports de Marseille,"[{'id': 'sr:venue:1665', 'name': 'Central', 'city_name': 'Marseille', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1666', 'name': 'Court 1', 'city_name': 'Marseille', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:38311', 'name': 'Court 2', 'city_name': 'Marseille', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:33188,Caja Magica,"[{'id': 'sr:venue:56690', 'name': 'Pista 2', 'city_name': 'Madrid', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:56692', 'name': 'Pista 3', 'city_name': 'Madrid', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}, {'id': 'sr:venue:68305', 'name': 'Court Central', 'city_name': 'Madrid', 'country_name': 'Spain', 'country_code': 'ESP', 'timezone': 'Europe/Madrid'}]"
sr:complex:33190,All England Lawn Tennis and Croquet Club,"[{'id': 'sr:venue:1846', 'name': 'Court 1', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1848', 'name': 'Court 9', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1849', 'name': 'Court 10', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1855', 'name': 'Court 3', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1856', 'name': 'Court 12', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1884', 'name': 'Court 4', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1886', 'name': 'Court 6', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1887', 'name': 'Court 7', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1888', 'name': 'Court 8', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1889', 'name': 'Court 11', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1890', 'name': 'Court 13', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1891', 'name': 'Court 14', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1892', 'name': 'Court 15', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1893', 'name': 'Court 16', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1894', 'name': 'Court 18', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:1900', 'name': 'Court 17', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:19070', 'name': 'Centre Court', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:21634', 'name': 'Court 2', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}, {'id': 'sr:venue:21642', 'name': 'Court 5', 'city_name': 'London', 'country_name': 'England', 'country_code': 'ENG', 'timezone': 'Europe/London'}]"
sr:complex:33192,Stade Roland Garros,"[{'id': 'sr:venue:1809', 'name': 'Court 6', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1810', 'name': 'Court 7', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1811', 'name': 'Court 8', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1812', 'name': 'Court 9', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1813', 'name': 'Court 10', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1814', 'name': 'Court 11', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1815', 'name': 'Court 12', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1816', 'name': 'Court 13', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1817', 'name': 'Court 14', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1818', 'name': 'Court 15', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1819', 'name': 'Court 16', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1826', 'name': 'Court Philippe Chatrier', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1827', 'name': 'Court Suzanne Lenglen', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1828', 'name': 'Court 3', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1829', 'name': 'Court 4', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1830', 'name': 'Court 5', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:39589', 'name': 'Court Simonne Mathieu', 'city_name': 'Paris', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:33194,Complexe Al Amal,
sr:complex:33196,Melbourne Park,"[{'id': 'sr:venue:1572', 'name': 'Court 3', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1573', 'name': 'Court 4', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1574', 'name': 'Court 5', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1575', 'name': 'Court 6', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1576', 'name': 'Court 7', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1577', 'name': 'Court 8', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1578', 'name': 'Court 10', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1579', 'name': 'Court 11', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1580', 'name': 'Court 9', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1581', 'name': 'Court 12', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1582', 'name': 'Court 13', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1583', 'name': 'Court 14', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1584', 'name': 'Court 15', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1586', 'name': 'Rod Laver Arena', 'capacity': 14820, 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1587', 'name': 'John Cain Arena', 'capacity': 10500, 'city_name': 'Melbourne', 'country_name': 'Australia', 'map_coordinates': '-37.822568, 144.980913', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1588', 'name': 'Margaret Court Arena', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1589', 'name': '1573 Arena', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1590', 'name': 'Court 18', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1591', 'name': 'Court 19', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:1592', 'name': 'Court 21', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:10536', 'name': 'Court 20', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:10538', 'name': 'Court 22', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:57064', 'name': 'Court 16', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:57072', 'name': 'Court 17', 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}, {'id': 'sr:venue:61865', 'name': 'Kia Arena', 'capacity': 5000, 'city_name': 'Melbourne', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Melbourne'}]"
sr:complex:33198,Qi zhong Forest Sports City Arena,"[{'id': 'sr:venue:23520', 'name': 'Indoor West', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24396', 'name': 'Indoor 1', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:33200,Wake Forest University Tennis Complex,"[{'id': 'sr:venue:2575', 'name': 'Center Court', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:2577', 'name': 'Court 2', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:2579', 'name': 'Court 3', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:2581', 'name': 'Court 4', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:2583', 'name': 'Court 5', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:16760', 'name': 'Stadium', 'city_name': 'Winston Salem', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:33204,Clube de Ténis do Estoril,
sr:complex:33206,The Drive,"[{'id': 'sr:venue:49715', 'name': 'Show Court 1', 'city_name': 'Adelaide', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/South'}, {'id': 'sr:venue:49717', 'name': 'Court 2', 'city_name': 'Adelaide', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/South'}, {'id': 'sr:venue:49719', 'name': 'Court 3', 'city_name': 'Adelaide', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/South'}, {'id': 'sr:venue:61817', 'name': 'Court 4', 'city_name': 'Adelaide', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/South'}, {'id': 'sr:venue:61851', 'name': 'Centre Court', 'city_name': 'Adelaide', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/South'}]"
sr:complex:33208,Atlantic Station,"[{'id': 'sr:venue:1924', 'name': 'Stadium Court', 'city_name': 'Atlanta', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1925', 'name': 'Court 1', 'city_name': 'Atlanta', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1926', 'name': 'Court 2', 'city_name': 'Atlanta', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:8563', 'name': 'AJC Grandstand Court', 'city_name': 'Atlanta', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:33210,International Tennis Hall of Fame,"[{'id': 'sr:venue:1910', 'name': 'Center', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1911', 'name': 'Court 1', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:1912', 'name': 'Court 2', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:16394', 'name': 'Court 3', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18401', 'name': 'Stadium', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:21864', 'name': 'Center 1', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:21866', 'name': 'Center 2', 'city_name': 'Newport, Rhode Island', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:33214,Club Jacaranda Cumbaya,"[{'id': 'sr:venue:14950', 'name': 'Cancha Central', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63705', 'name': 'Court 5', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63707', 'name': 'Court 2', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63709', 'name': 'Court 6', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63711', 'name': 'Court 4', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63713', 'name': 'Court 1', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63715', 'name': 'Court 3', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63813', 'name': 'Court 14', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63815', 'name': 'Court 15', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:63821', 'name': 'Court 16', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:64219', 'name': 'Court 11', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:64221', 'name': 'Court 7', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:64223', 'name': 'Court 8', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:64225', 'name': 'Court 12', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}, {'id': 'sr:venue:64227', 'name': 'Court 13', 'city_name': 'Quito', 'country_name': 'Ecuador', 'country_code': 'ECU', 'timezone': 'America/Guayaquil'}]"
sr:complex:33218,Hengqin International Tennis Center Zhuhai,"[{'id': 'sr:venue:17911', 'name': 'Court 2', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17913', 'name': 'Court 3', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17915', 'name': 'Court 4', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17917', 'name': 'Court 5', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17933', 'name': 'Center', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:17937', 'name': 'Court 1', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:19000', 'name': 'Stadium', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:26108', 'name': 'Court M3', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:26110', 'name': 'Court M5', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:26112', 'name': 'Court M2', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:38589', 'name': 'Covered Court 2', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:38591', 'name': 'Covered Court 4', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:46676', 'name': 'Court 14', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:74171', 'name': 'Center Court', 'city_name': 'Zhuhai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
